"","ScoringCrediticio","Edad","BalanceCuenta","CantidadProductos","SalarioEstimado","DejaBanco"
"5238",642,40,129502.49,2,86099.23,"1"
"5239",582,41,40488.76,1,128528.83,"0"
"5240",605,30,135422.31,1,186418.85,"0"
"5241",631,46,0,2,129508.96,"0"
"5242",708,67,0,2,3837.08,"0"
"5243",706,43,0,2,31962.77,"0"
"5244",704,41,109026.8,2,43117.1,"0"
"5245",503,32,100262.88,2,157921.25,"0"
"5246",848,40,110929.96,1,30876.84,"0"
"5247",603,24,0,1,198826.03,"1"
"5248",547,39,74596.15,3,85746.52,"1"
"5249",587,44,125584.17,2,41852.24,"1"
"5250",435,54,0,1,156910.46,"1"
"5251",578,NA,129745.1,1,143683.75,"0"
"5252",709,32,147307.91,1,40861.55,"0"
"5253",662,32,133950.37,1,48725.68,"1"
"5254",746,33,107868.14,2,146192.4,"0"
"5255",750,37,113817.06,1,88333.74,"0"
"5256",741,21,0,2,139259.54,"0"
"5257",538,38,88758.95,2,28226.15,"1"
"5258",575,40,0,2,122488.59,"0"
"5259",730,27,0,2,116081.93,"0"
"5260",657,36,188241.05,2,183058.51,"1"
"5261",559,43,0,2,196645.87,"0"
"5262",641,37,0,2,3939.87,"0"
"5263",644,44,73348.56,1,157166.79,"1"
"5264",767,35,0,2,39511.61,"0"
"5265",758,68,112595.85,1,35865.44,"1"
"5266",758,41,79857.64,1,78088.17,"0"
"5267",601,44,0,2,30607.11,"0"
"5268",645,49,110132.55,3,187689.91,"1"
"5269",811,42,0,2,3797.79,"0"
"5270",656,50,0,2,72143.44,"0"
"5271",648,55,81370.07,1,181534.04,"0"
"5272",731,25,96950.21,1,97877.92,"0"
"5273",679,35,110245.13,1,178291.09,"0"
"5274",642,26,138023.79,2,117060.2,"0"
"5275",689,38,0,1,82709.8,"0"
"5276",634,35,0,1,82634.41,"0"
"5277",583,59,127450.14,1,67552.71,"0"
"5278",750,22,121681.82,1,128643.35,"1"
"5279",656,30,74323.2,1,22929.08,"0"
"5280",693,57,0,2,135502.77,"0"
"5281",596,41,0,2,141053.85,"0"
"5282",748,31,99557.94,1,199255.32,"0"
"5283",820,33,132150.26,2,23067.97,"0"
"5284",656,35,0,2,1485.27,"0"
"5285",763,32,160680.41,1,30886.35,"0"
"5286",587,49,155393.98,2,13308.2,"1"
"5287",648,54,120633.42,1,5924.38,"1"
"5288",779,48,115290.27,1,98912.69,"1"
"5289",850,27,101278.25,2,26265.18,"0"
"5290",623,24,148167.83,2,109470.34,"0"
"5291",684,27,134603.88,1,71725.73,"0"
"5292",653,55,70263.83,1,62347.71,"0"
"5293",567,46,68238.51,2,109572.58,"0"
"5294",545,45,93796.42,2,162321.26,"0"
"5295",530,33,129307.32,1,172930.28,"0"
"5296",746,37,0,2,171039.56,"0"
"5297",544,22,0,2,70007.67,"0"
"5298",431,44,138843.7,1,37688.31,"1"
"5299",669,50,112650.89,1,166386.22,"1"
"5300",677,24,148298.59,2,182913.95,"0"
"5301",707,35,0,2,70403.65,"0"
"5302",573,27,128243.03,1,11631.34,"0"
"5303",781,48,82794.18,1,124720.68,"1"
"5304",680,33,183768.47,1,164119.35,"0"
"5305",525,37,0,1,131521.72,"0"
"5306",659,38,0,2,35701.06,"0"
"5307",720,44,86102.27,1,180134.88,"1"
"5308",479,48,87070.23,1,85646.41,"0"
"5309",639,39,141789.15,1,92455.96,"0"
"5310",602,38,71667.97,2,137111.89,"0"
"5311",785,28,0,2,77231.27,"0"
"5312",624,51,123401.43,2,127825.25,"0"
"5313",794,37,0,2,68008.85,"0"
"5314",659,78,151675.65,1,49978.67,"0"
"5315",665,38,0,1,87412.74,"0"
"5316",675,33,0,2,45348.08,"0"
"5317",719,35,100829.94,1,165008.97,"0"
"5318",651,31,138008.06,2,129912.74,"0"
"5319",794,46,0,2,195325.74,"0"
"5320",725,66,86459.8,1,141476.56,"0"
"5321",508,35,86893.28,1,59374.82,"0"
"5322",677,25,0,2,179608.96,"0"
"5323",600,53,106261.63,1,93629.66,"1"
"5324",658,40,143566.12,1,189607.71,"0"
"5325",639,28,0,2,126561.07,"0"
"5326",725,37,124348.38,2,176984.34,"0"
"5327",525,60,0,2,168034.9,"0"
"5328",597,24,108058.07,2,187826.11,"0"
"5329",671,29,0,2,158043.11,"0"
"5330",532,NA,142755.25,1,34231.48,"0"
"5331",605,39,111169.91,1,9641.4,"0"
"5332",488,31,97588.6,1,124210.53,"0"
"5333",794,33,0,2,91340.02,"0"
"5334",667,45,0,2,163655.01,"0"
"5335",528,31,102016.72,2,80181.12,"0"
"5336",762,28,125155.83,2,106024.02,"0"
"5337",770,46,190678.02,1,14725.36,"0"
"5338",567,26,0,2,78651.55,"0"
"5339",514,66,0,2,14234.31,"0"
"5340",711,35,133607.75,1,120586.32,"0"
"5341",553,33,118082.89,1,94440.45,"0"
"5342",850,19,0,1,68569.89,"0"
"5343",577,59,111396.97,1,191070.01,"0"
"5344",571,38,107193.82,2,38962.94,"0"
"5345",702,40,145536.9,1,135334.24,"0"
"5346",644,37,0,2,20968.88,"0"
"5347",748,34,0,2,53584.03,"0"
"5348",451,38,61482.47,1,167538.66,"0"
"5349",665,51,0,1,53353.36,"0"
"5350",620,40,108197.11,2,49722.34,"0"
"5351",672,34,0,1,22736.06,"0"
"5352",670,42,81589.04,1,188227.8,"0"
"5353",656,32,104254.27,1,17034.37,"0"
"5354",515,37,196853.62,1,132770.11,"0"
"5355",660,20,167685.56,1,57929.9,"0"
"5356",665,25,153611.83,2,35321.65,"0"
"5357",697,42,0,2,61312.15,"0"
"5358",699,22,99339,1,68297.61,"1"
"5359",711,43,39043.29,2,175423.69,"0"
"5360",652,36,0,2,151314.98,"0"
"5361",712,79,108078.56,1,174118.93,"0"
"5362",613,45,142765.24,2,34749.65,"0"
"5363",821,28,0,1,36754.13,"0"
"5364",724,32,0,2,150026.79,NA
"5365",614,39,0,2,164018.98,"0"
"5366",629,39,0,2,43174.49,"1"
"5367",563,61,82182.1,1,106826.92,"1"
"5368",705,38,189443.72,1,106648.58,"0"
"5369",651,38,0,3,67029.82,"1"
"5370",553,46,82291.1,1,112549.99,"1"
"5371",602,35,0,2,152843.53,"0"
"5372",826,41,146466.46,2,180934.67,"0"
"5373",636,29,157576.47,2,101102.39,"0"
"5374",850,31,67996.23,2,50129.87,"1"
"5375",572,19,138657.08,1,16161.82,"0"
"5376",724,45,83888.54,1,34121.81,"0"
"5377",693,46,104763.41,1,62368.33,"0"
"5378",418,28,98738.92,1,122190.22,"0"
"5379",633,39,0,2,191207.03,"0"
"5380",757,36,65349.71,1,64539.64,"0"
"5381",850,71,69608.14,1,97893.4,"1"
"5382",702,26,71281.29,1,108747.12,"1"
"5383",452,60,121730.49,1,142963.29,"0"
"5384",743,43,161807.18,2,93228.86,"1"
"5385",613,45,187841.99,2,147224.27,"0"
"5386",633,29,117412.35,1,30338.94,"0"
"5387",744,47,0,2,113163.17,"0"
"5388",687,29,78939.15,1,122134.56,"1"
"5389",634,59,95727.05,1,97939.4,"1"
"5390",756,62,0,1,11199.04,"1"
"5391",595,30,130682.11,2,57862.88,"0"
"5392",532,40,0,2,177099.71,"0"
"5393",520,61,133802.29,2,90304.01,"0"
"5394",578,50,151215.34,2,169804.4,"0"
"5395",653,34,118838.75,1,52820.13,"0"
"5396",630,35,0,2,186826.22,"0"
"5397",730,43,103960.38,1,193650.16,"0"
"5398",666,35,104832.49,1,175015.12,"0"
"5399",617,42,70105.87,1,120830.73,"0"
"5400",634,37,143258.85,2,192721.98,"0"
"5401",587,42,120233.83,1,194890.33,"0"
"5402",725,40,104149.66,1,62027.9,"0"
"5403",849,69,71996.09,1,139065.94,"0"
"5404",750,37,0,1,117948,"1"
"5405",705,35,0,2,66331.01,"0"
"5406",577,35,108155.49,1,105407.79,"0"
"5407",520,39,145644.05,1,104118.93,"0"
"5408",463,35,0,2,1950.93,"0"
"5409",492,30,77168.87,2,146700.22,"0"
"5410",716,39,70657.61,2,76476.05,"0"
"5411",683,42,0,2,198134.9,"0"
"5412",532,44,148595.55,1,74838.64,"1"
"5413",614,27,106414.57,2,77500.81,"0"
"5414",729,44,107726.93,2,153064.87,"0"
"5415",525,25,0,2,69361.95,"0"
"5416",665,28,137300.23,1,90174.83,"0"
"5417",673,47,183579.54,2,34047.54,"0"
"5418",589,38,0,1,95483.48,"1"
"5419",802,41,90757.64,2,169183.66,"0"
"5420",755,78,121206.96,1,76016.49,"0"
"5421",507,41,58820.32,2,138536.09,"0"
"5422",728,37,122689.51,2,106977.53,"1"
"5423",521,52,116497.31,3,53793.1,"1"
"5424",494,33,137853,1,90273.85,"0"
"5425",748,45,119852.01,1,73853.94,"1"
"5426",479,26,0,2,19116.97,"0"
"5427",559,29,0,2,155639.76,"0"
"5428",824,26,146266,1,21903.62,"1"
"5429",693,36,178111.82,1,58719.63,"1"
"5430",663,45,83195.12,1,48682.1,"0"
"5431",559,27,0,1,1050.33,"0"
"5432",591,34,96127.27,1,30972.06,"0"
"5433",688,26,146133.39,1,175296.76,"0"
"5434",755,30,123217.66,2,144183.1,"0"
"5435",743,39,0,2,44265.28,"0"
"5436",624,38,0,2,163666.85,"0"
"5437",617,61,91070.43,1,101839.77,"0"
"5438",609,34,0,1,181177.9,"0"
"5439",509,18,102983.91,1,171770.58,"0"
"5440",712,29,140170.61,1,38170.04,"0"
"5441",681,43,154100.3,1,114659.81,"0"
"5442",720,31,141356.47,1,137985.69,"0"
"5443",719,28,106070.29,2,183893.31,"0"
"5444",735,29,0,2,95025.27,"0"
"5445",640,20,0,2,78310.82,"0"
"5446",757,33,77253.22,1,194239.63,"0"
"5447",547,31,0,2,99294.22,"0"
"5448",728,30,114835.43,1,37662.49,"0"
"5449",652,35,104015.54,2,55207.88,"0"
"5450",546,52,106074.89,1,23548.45,"1"
"5451",659,32,155584.21,1,153662.88,"0"
"5452",621,50,163085.79,1,131048.36,"0"
"5453",506,59,190353.08,1,78365.75,"0"
"5454",664,46,0,1,177423.02,"1"
"5455",485,21,113157.22,1,54141.5,"0"
"5456",479,34,117593.48,2,113308.29,"0"
"5457",766,37,99660.13,2,147700.78,"0"
"5458",585,37,152496.82,1,99907.29,"0"
"5459",603,40,102833.46,2,38829.11,"0"
"5460",690,29,0,2,108577.97,"0"
"5461",743,39,0,1,94263.44,"0"
"5462",850,42,119839.69,1,51016.02,NA
"5463",725,33,0,1,67879.8,"0"
"5464",611,64,0,2,53277.15,"0"
"5465",723,68,110357,1,141977.54,"1"
"5466",592,27,0,2,19645.65,"0"
"5467",727,47,0,2,193305.35,"0"
"5468",619,32,175406.13,2,172792.43,"1"
"5469",562,41,165445.04,2,85787.31,"0"
"5470",484,41,0,1,74267.35,"0"
"5471",510,44,0,2,175518.31,"0"
"5472",672,47,0,1,91574.92,"0"
"5473",814,48,0,2,132870.15,"0"
"5474",677,42,99580.13,1,21007.96,"0"
"5475",739,30,0,1,122604.44,"0"
"5476",804,25,108396.67,1,128276.95,"0"
"5477",739,31,0,2,58469.75,"0"
"5478",850,45,121874.89,1,6865.41,"1"
"5479",844,29,0,2,147342.03,"0"
"5480",529,35,95772.97,1,112781.5,"0"
"5481",850,36,164850.54,1,62722.44,"0"
"5482",551,49,150777.72,2,135757.27,"0"
"5483",645,29,130131.08,2,196474.35,"0"
"5484",485,29,182123.79,1,116828.51,"1"
"5485",428,40,129248.11,2,72876.43,"1"
"5486",749,28,0,1,3408.7,"0"
"5487",719,22,114415.84,1,177497.4,"0"
"5488",649,36,0,2,161668.15,"0"
"5489",699,54,111009.32,1,155905.79,"1"
"5490",598,34,104488.17,1,43249.67,"0"
"5491",496,29,0,2,164806.89,"0"
"5492",577,48,179852.26,1,193580.32,"0"
"5493",839,47,136911.07,1,168184.62,"1"
"5494",792,40,0,1,141652.2,"0"
"5495",728,43,128412.61,1,139024.31,"0"
"5496",664,36,0,2,95372.64,"0"
"5497",775,33,83501.66,2,128841.31,"0"
"5498",658,35,71829.34,1,68141.92,"0"
"5499",725,39,116803.8,1,124052.97,"0"
"5500",689,26,120727.97,1,149073.88,"0"
"5501",531,42,88324.31,2,75248.75,"0"
"5502",640,68,0,2,199493.38,"0"
"5503",733,31,157791.07,2,177994.81,"0"
"5504",696,49,97036.22,2,152450.84,"1"
"5505",714,40,0,2,62762.12,"0"
"5506",659,36,76190.48,2,149066.14,"0"
"5507",692,69,154953.94,1,70849.47,"0"
"5508",759,31,109848.6,1,42012.55,"0"
"5509",641,42,0,2,121138.77,"0"
"5510",767,35,132253.22,1,115566.57,"1"
"5511",655,61,183997.7,2,161217.18,"0"
"5512",507,31,106942.08,1,44001.11,"0"
"5513",628,25,0,2,195977.75,"0"
"5514",741,50,78737.61,1,13018.96,"0"
"5515",710,62,148214.36,1,48571.14,"1"
"5516",669,57,0,2,56875.76,"0"
"5517",660,37,133200.09,1,71433.88,"0"
"5518",473,33,125827.43,1,145698.73,"0"
"5519",778,33,151772.63,2,180249.94,"1"
"5520",649,41,130931.83,1,144808.37,"0"
"5521",728,38,115934.74,1,139059.05,"0"
"5522",491,68,95039.12,1,116471.14,"1"
"5523",669,51,88827.53,1,85250.77,"1"
"5524",744,36,153804.44,1,87213.33,"0"
"5525",640,47,89047.14,1,116286.25,"0"
"5526",741,42,106036.52,1,194686.78,"1"
"5527",752,36,119912.46,1,124354.92,"0"
"5528",629,49,0,2,196335.48,"0"
"5529",750,37,133199.71,2,27366.77,"0"
"5530",433,49,0,1,87711.61,"0"
"5531",632,60,0,2,2085.32,"0"
"5532",513,43,0,2,152499.8,"0"
"5533",657,27,0,2,6468.24,"0"
"5534",647,28,149594.02,2,102325.19,"0"
"5535",544,40,0,1,161076.92,"0"
"5536",813,27,111348.15,1,46422.46,"0"
"5537",554,40,0,1,168780.04,"0"
"5538",667,42,0,2,58137.42,"0"
"5539",656,26,139584.57,1,36308.93,"0"
"5540",850,35,162442.35,1,183566.78,"0"
"5541",765,50,126547.8,1,79579.94,"1"
"5542",719,33,0,2,20016.59,"0"
"5543",531,47,0,1,194998.34,"1"
"5544",555,37,124969.13,1,60194.05,"0"
"5545",772,NA,112029.83,1,186948.35,"0"
"5546",576,41,112609.91,1,191035.18,"1"
"5547",521,22,0,1,101311.95,"0"
"5548",749,32,79523.13,1,157648.12,"0"
"5549",635,48,130796.33,2,43250.3,"0"
"5550",814,44,95488.82,2,107013.59,"0"
"5551",716,44,155114.9,1,133871.83,"0"
"5552",575,37,0,2,30114.32,"0"
"5553",760,28,141038.57,2,16287.38,"0"
"5554",576,36,0,2,48314,"0"
"5555",708,46,68799.72,1,39704.14,"0"
"5556",812,24,0,2,156906.15,"0"
"5557",658,20,0,2,187638.34,"0"
"5558",672,68,126061.51,2,184936.77,"0"
"5559",509,38,0,1,168460.12,"0"
"5560",786,29,0,2,103372.79,"0"
"5561",592,60,0,4,13614.01,"1"
"5562",632,42,119624.6,2,195978.86,"0"
"5563",540,40,0,2,3560,"0"
"5564",623,50,87116.71,1,104382.11,"0"
"5565",604,40,155455.43,1,113581.85,"0"
"5566",579,42,137560.38,2,85424.34,"0"
"5567",662,35,0,2,2423.9,"1"
"5568",721,57,0,1,195940.96,"0"
"5569",550,44,0,2,26257.01,"0"
"5570",709,45,104118.5,1,174032,"0"
"5571",413,34,0,2,6534.18,"0"
"5572",527,32,0,2,44099.75,"0"
"5573",789,53,158271.74,1,5036.39,"1"
"5574",503,37,0,2,97893.32,"0"
"5575",640,47,89799.46,2,13783.77,"1"
"5576",694,37,95668.82,2,100335.55,"0"
"5577",589,19,83495.11,1,143022.31,"1"
"5578",655,67,148363.38,1,186995.17,"0"
"5579",708,23,71433.08,1,103697.57,"0"
"5580",680,42,0,1,136377.21,"0"
"5581",576,32,0,2,4660.91,"0"
"5582",762,34,98592.88,1,191790.29,"1"
"5583",655,45,0,2,166830.71,"0"
"5584",503,31,0,2,21645.06,"0"
"5585",687,21,0,2,154767.34,"0"
"5586",637,39,109698.41,1,88391.29,"1"
"5587",681,38,0,2,112491.96,"0"
"5588",689,22,136444.25,1,51980.25,"1"
"5589",675,54,0,1,110273.84,"1"
"5590",742,33,137937.95,1,51387.1,"0"
"5591",812,32,133050.97,2,89385.92,"0"
"5592",670,40,0,1,182650.15,"0"
"5593",732,40,0,2,154189.08,"0"
"5594",805,26,42712.87,2,28861.69,"0"
"5595",557,28,146445.24,2,184317.74,"0"
"5596",674,26,0,2,138423.1,"0"
"5597",625,31,0,2,151843.54,"0"
"5598",700,54,79415.67,1,139735.54,"0"
"5599",674,22,0,1,173940.59,"0"
"5600",557,32,184686.41,2,14956.44,"0"
"5601",508,31,72541.48,1,129803.08,"0"
"5602",712,28,145605.44,1,93883.53,"0"
"5603",511,40,0,1,184118.73,"0"
"5604",778,38,145018.49,2,126702.41,"0"
"5605",693,43,121927.92,1,87994.95,"1"
"5606",705,41,72252.64,2,142514.66,"0"
"5607",631,23,0,2,13813.24,"0"
"5608",735,28,160454.15,2,114957.22,"0"
"5609",729,32,0,2,150803.44,"0"
"5610",655,59,0,1,88958.49,"1"
"5611",739,40,149131.03,3,60036.99,"1"
"5612",605,34,0,1,35982.42,"0"
"5613",732,67,0,2,177783.04,"0"
"5614",669,33,0,2,107221.03,"0"
"5615",614,50,137104.47,1,127166.49,"1"
"5616",626,52,0,2,32159.46,"1"
"5617",520,29,95947.76,1,4696.44,"0"
"5618",850,34,101266.51,1,33501.98,"0"
"5619",522,37,95022.57,1,129107.59,"0"
"5620",731,42,101043.63,1,192175.52,"0"
"5621",723,28,91938.31,1,143481.85,"0"
"5622",476,34,0,2,26260.98,"0"
"5623",646,43,143061.88,1,61937.6,"0"
"5624",759,38,0,2,20778.39,"0"
"5625",457,41,73700.12,3,185750.02,"1"
"5626",790,34,164011.48,1,199420.41,"0"
"5627",756,60,0,1,166513.49,"1"
"5628",601,40,98627.13,2,77977.69,"0"
"5629",821,40,0,2,194273.12,"0"
"5630",700,46,56580.95,2,45424.13,"0"
"5631",600,28,0,2,52193.23,"0"
"5632",529,39,102025.08,2,12351.01,"0"
"5633",551,NA,143340.44,1,145796.49,"0"
"5634",682,41,0,2,134158.09,"1"
"5635",475,46,0,2,122953,"1"
"5636",590,29,0,2,121846.81,"0"
"5637",698,45,164450.94,1,141970.02,"1"
"5638",703,35,140691.08,2,167810.26,"0"
"5639",705,25,97544.29,1,59887.15,"0"
"5640",627,41,0,2,132719.8,"0"
"5641",632,35,150561.03,2,64722.61,"0"
"5642",637,28,123675.69,1,166458.41,"0"
"5643",622,37,0,2,4459.5,"0"
"5644",655,34,109783.69,2,134034.32,"0"
"5645",605,29,116805.82,1,4092.75,"0"
"5646",653,74,121276.32,1,160348.31,"0"
"5647",538,68,0,2,110440.5,"1"
"5648",612,47,130024.87,1,45750.21,"1"
"5649",751,37,99773.85,2,54865.92,"0"
"5650",838,67,103267.8,1,78310.04,"0"
"5651",785,55,0,2,7008.65,"0"
"5652",806,37,137794.18,2,75232.02,"0"
"5653",656,40,0,2,180553.48,"0"
"5654",434,71,119496.87,1,125848.88,"0"
"5655",729,44,0,2,151733.43,"0"
"5656",556,43,125890.72,1,74854.97,"0"
"5657",652,51,0,2,43496.36,"0"
"5658",618,37,96652.86,1,98686.4,"1"
"5659",591,29,0,2,108684.65,"0"
"5660",559,38,145874.35,1,56311.39,"1"
"5661",667,43,190227.46,1,97508.04,"1"
"5662",707,32,132835.56,1,136877.24,"0"
"5663",457,33,127837.54,1,60013.17,"0"
"5664",651,47,0,2,119808.64,"0"
"5665",722,37,0,1,120906.83,"0"
"5666",645,44,0,2,166707.22,"0"
"5667",717,50,90305.76,1,124626.57,"0"
"5668",756,41,124439.49,2,47093.11,"0"
"5669",564,31,0,2,53520.03,"0"
"5670",662,32,0,2,65089.38,"0"
"5671",760,29,103607.24,2,86334.64,"0"
"5672",430,49,137115.16,1,146516.86,"1"
"5673",645,68,0,4,176353.87,"1"
"5674",850,25,69385.17,2,87834.24,"0"
"5675",813,32,122889.88,1,26476.18,"0"
"5676",673,35,0,2,98618.79,"0"
"5677",545,74,0,2,161326.73,"0"
"5678",646,52,59669.43,1,172495.81,"1"
"5679",818,36,0,2,8037.03,"0"
"5680",658,31,123974.96,1,102153.75,"0"
"5681",666,21,121827.43,2,99818.31,"0"
"5682",716,44,109528.28,1,27341.63,"1"
"5683",607,36,106702.94,2,198313.69,"0"
"5684",613,40,124339.9,1,193309.58,"0"
"5685",574,28,0,2,185660.3,"0"
"5686",726,30,134152.29,1,147822.44,"0"
"5687",639,27,0,2,125244.18,"0"
"5688",732,38,178787.54,1,195760.53,"0"
"5689",498,29,0,1,190035.83,"0"
"5690",736,27,51522.75,1,192131.77,"0"
"5691",588,34,129417.82,1,153727.32,"0"
"5692",611,27,0,2,157474.1,"0"
"5693",625,51,136294.97,1,38867.46,"1"
"5694",506,43,0,2,105568.6,"0"
"5695",675,39,0,2,36267.21,"0"
"5696",591,30,124857.69,2,50485.7,"0"
"5697",727,18,NA,1,46941.41,"0"
"5698",630,40,118633.08,1,60032.46,"1"
"5699",707,53,109663.47,1,52110.45,"0"
"5700",625,42,100047.33,1,93429.95,"0"
"5701",565,36,106192.1,1,149575.59,"0"
"5702",614,37,96340.81,2,139377.24,"1"
"5703",636,33,0,1,92277.47,"1"
"5704",774,36,130809.77,1,152290.28,"0"
"5705",718,28,0,2,146875.86,"0"
"5706",548,35,0,1,31299.71,"0"
"5707",630,50,129370.91,4,47775.34,"1"
"5708",835,25,0,2,83449.65,"0"
"5709",526,50,124233.24,1,159456.87,"1"
"5710",679,39,0,1,172939.3,"1"
"5711",646,48,169023.33,2,175657.55,"0"
"5712",633,35,0,2,36249.76,"0"
"5713",740,37,0,2,194270.91,"0"
"5714",676,34,63095.01,1,40645.81,"0"
"5715",584,32,0,2,10956.82,"0"
"5716",603,24,165149.13,2,21858.28,"0"
"5717",636,42,0,2,55470.78,"0"
"5718",726,30,92847.59,1,146154.06,"0"
"5719",614,39,125997.22,1,128049.34,"1"
"5720",673,37,0,2,37411.35,"0"
"5721",677,37,0,2,38252.25,"0"
"5722",562,57,0,3,6554.97,"1"
"5723",490,40,0,1,49594.19,"1"
"5724",815,39,0,1,85167.88,"0"
"5725",602,33,0,2,112928.74,"0"
"5726",515,60,113715.36,1,18424.24,"1"
"5727",591,39,0,2,42392.24,"0"
"5728",850,36,0,1,40812.9,"0"
"5729",464,38,116439.65,1,75574.48,"0"
"5730",638,41,0,2,43889.41,"0"
"5731",554,37,0,2,166177.3,"0"
"5732",632,41,106134.46,1,105570.39,"0"
"5733",548,46,0,1,104469.06,"1"
"5734",652,41,159434.03,1,178373.93,"0"
"5735",670,27,79336.61,1,26170.08,"0"
"5736",835,20,124365.42,1,180197.74,"1"
"5737",718,49,0,1,184474.72,"1"
"5738",676,30,128207.23,1,55400.17,"0"
"5739",668,45,102486.21,2,158379.25,"0"
"5740",711,81,0,2,72276.24,"0"
"5741",652,27,107303.72,2,44435.76,"0"
"5742",567,40,122265.24,1,138552.74,"0"
"5743",472,37,0,2,48357.9,"0"
"5744",697,40,0,2,26543.28,"0"
"5745",772,51,143930.92,1,46675.51,"1"
"5746",744,38,0,2,20940.76,"0"
"5747",504,32,206663.75,1,16281.94,"0"
"5748",616,32,0,2,43001.46,"0"
"5749",683,33,0,1,73564.44,"0"
"5750",542,29,0,1,8342.35,"0"
"5751",742,24,0,NA,4070.28,"0"
"5752",679,35,119182.73,1,121210.09,"0"
"5753",752,36,86837.95,1,105280.55,"0"
"5754",739,54,126418.14,1,134420.75,"1"
"5755",696,27,87637.26,2,196111.35,"0"
"5756",753,92,121513.31,1,195563.99,"0"
"5757",522,25,111432.13,1,168683.57,"0"
"5758",514,30,0,1,125010.24,"0"
"5759",655,56,0,2,41782.7,"0"
"5760",625,32,106957.28,1,134794.02,"0"
"5761",758,35,0,2,77951.84,"0"
"5762",734,37,130404.92,1,34548.74,"0"
"5763",612,42,75497.51,1,149682.78,"0"
"5764",589,20,121093.29,2,3529.72,"0"
"5765",493,37,142987.46,2,158840.99,"0"
"5766",618,40,133245.52,2,54495.82,"0"
"5767",626,35,0,1,80190.36,"0"
"5768",740,40,114318.78,2,129333.69,"1"
"5769",688,32,0,2,177607.77,"0"
"5770",727,52,0,2,118429.02,"0"
"5771",696,42,0,1,126353.13,"1"
"5772",701,37,130091.5,1,120031.29,"0"
"5773",808,67,124577.15,1,169894.4,"0"
"5774",638,26,105249.76,2,23491.09,"0"
"5775",726,38,0,2,6787.48,"0"
"5776",599,41,0,2,96069.82,"0"
"5777",699,40,0,1,78387.32,"0"
"5778",512,33,121685.31,2,83681.97,"0"
"5779",728,42,0,2,41823.22,"0"
"5780",586,36,103700.69,1,194072.56,"1"
"5781",626,47,103108.8,1,166475.44,"1"
"5782",520,39,73493.17,1,109626.13,"1"
"5783",672,40,102980.44,1,1285.81,"1"
"5784",416,41,122189.66,2,98301.61,"0"
"5785",688,39,0,2,53222.15,"1"
"5786",673,37,0,2,163563.07,"0"
"5787",567,47,0,1,110900.43,"1"
"5788",729,38,0,2,189727.12,"0"
"5789",576,63,70655.48,1,78955.8,"1"
"5790",631,29,0,2,197963.46,"0"
"5791",592,36,104702.65,2,107948.72,"0"
"5792",606,35,132164.26,1,164815.59,"0"
"5793",583,57,238387.56,1,147964.99,"1"
"5794",775,32,121669.23,1,125898.39,"0"
"5795",358,52,143542.36,3,141959.11,"1"
"5796",444,45,0,1,130009.85,"1"
"5797",623,27,120509.81,1,142170.44,"0"
"5798",740,57,113386.36,2,65121.63,"1"
"5799",571,31,0,2,194667.92,"0"
"5800",778,44,123863.64,1,144494.94,"0"
"5801",592,38,0,2,35338.96,"0"
"5802",849,41,0,2,169203.51,"1"
"5803",790,41,126619.27,1,198224.38,"0"
"5804",601,35,71553.83,1,177384.45,"0"
"5805",545,39,0,1,38410.74,"1"
"5806",581,46,79385.21,2,188492.82,"0"
"5807",660,26,115021.76,1,162443.05,"0"
"5808",748,27,90971.85,1,131662.47,"0"
"5809",570,34,0,2,183387.12,"0"
"5810",749,41,57568.94,1,61128.29,"0"
"5811",590,54,0,2,93820.49,"1"
"5812",731,21,132312.06,1,106663.46,"1"
"5813",761,36,108239.11,2,99444.02,"0"
"5814",538,40,0,2,25554.4,"0"
"5815",611,30,104145.65,1,159629.64,"0"
"5816",632,71,83116.68,1,27597.76,"0"
"5817",700,26,119009.57,1,141926.43,"0"
"5818",594,34,141525.55,1,9443.15,"0"
"5819",797,46,0,1,162668.33,"0"
"5820",467,57,0,2,114448.77,"0"
"5821",526,43,0,2,31705.19,"0"
"5822",791,44,0,2,123977.86,"1"
"5823",666,38,127043.09,1,8247,"0"
"5824",597,35,131101.04,1,192852.67,"0"
"5825",682,40,0,2,140745.91,"0"
"5826",552,41,124349.34,1,135635.25,"0"
"5827",780,47,86006.21,1,37973.13,"0"
"5828",619,38,119658.49,1,8646.58,"0"
"5829",654,55,87485.67,1,3299.01,"0"
"5830",664,57,0,2,56562.57,"0"
"5831",549,37,130622.34,2,128499.94,"0"
"5832",749,33,74385.98,1,20164.47,"0"
"5833",686,41,128876.71,3,106939.34,"1"
"5834",667,37,71786.9,2,67734.79,"0"
"5835",850,31,82613.56,2,149170.92,"0"
"5836",716,35,112808.18,1,17848.3,"0"
"5837",803,26,0,2,181208.47,"0"
"5838",662,29,147092.65,1,10928.3,"0"
"5839",709,23,73314.04,2,63446.47,"0"
"5840",626,21,0,2,66232.23,"0"
"5841",648,39,126935.98,2,57995.74,"0"
"5842",654,36,0,2,157238.05,"0"
"5843",350,54,152677.48,1,191973.49,"1"
"5844",569,31,115406.97,1,145528.22,"0"
"5845",476,30,134366.42,1,68343.53,"0"
"5846",663,26,141462.13,1,440.2,"0"
"5847",593,31,112713.34,1,176868.89,"0"
"5848",543,36,0,2,176728.28,"0"
